,Model,posted_at,Year,Length,Beam,Draft,Location,Price,Material,Hull,Type,Rigging,Cabins,Condition
5831,Lugar leeward Daysailor,18-Nov-2019,,16',',',Massachusetts,$200,fiberglass,monohull,daysailer,ketch,,good
5832,Pearson 27-2,18-Nov-2019,1988,27',10.5',3.4',South Carolina,"$10,200",fiberglass,monohull,cruiser,fractional sloop,2,good
5833,Allied Princess,18-Nov-2019,1972,36',11',4.5',Outside United States,"$25,000",fiberglass,monohull,cruiser,ketch,1,good
5834,Atkins &amp; Co Packet Sloop,17-Nov-2019,1959,26'2',8'8',3'9',New Jersey,"$10,000",wood,monohull,cruiser,,,
5835,HolopunI Mark I OCS,17-Nov-2019,2000,30',17',1',California,"$15,000",fiberglass,trimaran,racer/cruiser,other,0,good
5836,Prindel 16 cat,17-Nov-2019,1980,16',',12',Florida,"$1,100",fiberglass,catamaran,daysailer,cat boat,,good
5837,Hunter 44 DS,17-Nov-2019,2004,44',14',5',Outside United States,"$130,000",fiberglass,monohull,cruiser,,2,good
5838,Viper F-16,16-Nov-2019,2009,16',8.2',1.7',Florida,"$7,000",fiberglass,catamaran,racer,,0,excellent
5839,Admiral Admiral 38,15-Nov-2019,1999,38',23',3.5',Florida,"$165,000",fiberglass,catamaran,other,other,4,good
5840,O'Day O'Day 28,15-Nov-2019,1985,28',',',South Carolina,"$6,000",fiberglass,monohull,cruiser,,,fair
5841,Hunter 23.5,15-Nov-2019,1993,23.5',8.3',5.5',Florida,"$4,900",fiberglass,monohull,cruiser,,,good
5842,Catalina Catalina 27,15-Nov-2019,1976,27',8.83',4.5',Maryland,"$2,000",fiberglass,monohull,daysailer,,1,good
5843,Cal Cal 33-2,13-Nov-2019,1987,33',11.5',4'8',Florida,"$29,000",fiberglass,monohull,cruiser,masthead sloop,1,good
5844,Rhodes Bounty II,13-Nov-2019,1957,41',10',6',Florida,"$39,000",fiberglass,monohull,cruiser,masthead sloop,1,fair
5845,55m Class Sailing Yacht Nordic Cruiser,12-Nov-2019,1958,35',7.2',5',Outside United States,"$15,000",wood,monohull,racer/cruiser,fractional sloop,1,fair
5846,Wescomar Coronado,12-Nov-2019,,16',',',California,"$1,500",fiberglass,monohull,daysailer,,,excellent
5847,rafiki rafiki 37,12-Nov-2019,1978,37',11.97',6',California,"$278,000",fiberglass,monohull,cruiser,cutter,1,excellent
5848,Irwin 52,12-Nov-2019,1983,52',15.5',5.5',Outside United States,"$250,000",fiberglass,monohull,cruiser,ketch,3,excellent
5849,Jeanneau Sun Odyssey 409,12-Nov-2019,2011,40.5',13.1',6.9',Outside United States,"$94,000",fiberglass,monohull,cruiser,masthead sloop,3,good
5850,Sabre 28,08-May-2016,1975,28',9',5',Washington,"$9,500",fiberglass,monohull,racer/cruiser,masthead sloop,2,project boat
5851,Tradewind Yachts Islander 28,08-May-2016,1976,28',9.8',5',Oregon,"$19,000",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5852,HUNTER 36,07-May-2016,2004,35.5',12',4'11',Texas,"$88,000",fiberglass,monohull,cruiser,masthead sloop,2,excellent
5853,Clark San Juan 24,07-May-2016,1978,24',8',4',Minnesota,"$5,500",fiberglass,monohull,daysailer,,1,good
5854,Nauticat 33 motorsailer,07-May-2016,1978,33',12',4',Florida,"$45,000",fiberglass,monohull,motorsailer,other,2,excellent
5855,tartan 27 Sloop,07-May-2016,1979,27',8.7.5',3.2',Florida,"$6,000",fiberglass,monohull,racer/cruiser,masthead sloop,1,good
5856,laguna balboa 24,06-May-2016,1982,24',',',California,"$1,500",fiberglass,monohull,daysailer,other,,excellent
5857,Catalina C36 Tall Rig,06-May-2016,1984,36'4',11'11',5'10',Wisconsin,"$49,000",fiberglass,monohull,cruiser,masthead sloop,3,excellent
5858,Downeaster Pilothouse,06-May-2016,1980,"41'8""'",11.5',"4'11""'",California,"$55,000",fiberglass,monohull,cruiser,other,2,excellent
5859,Pearson 2,06-May-2016,1978,28',9'10',4'10',Colorado,"$9,000",fiberglass,monohull,cruiser,,,excellent
5860,Rhodes Bounty,06-May-2016,1939,38.75',9.67',5.67',Maryland,"$20,000",fiberglass,monohull,cruiser,fractional sloop,1,project boat
5861,C &amp; C 25,06-May-2016,1973,25',8.8',3.9',Connecticut,"$5,500",fiberglass,monohull,cruiser,masthead sloop,2,fair
5862,Douglass Flying Scot,06-May-2016,1980,19',6',4',Massachusetts,"$4,000",fiberglass,monohull,daysailer,fractional sloop,,good
5863,AMF Sunfish,05-May-2016,1976,14',4',1',New York,"$1,100",fiberglass,monohull,other,cat boat,,excellent
5864,McGregor SL,05-May-2016,1993,26',',',Minnesota,"$5,900",fiberglass,monohull,daysailer,masthead sloop,,
5865,Aloha 32,05-May-2016,1983,32.5',10'10',4'9',California,"$27,600",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5866,Migrator Yachts Block Island 40,05-May-2016,1987,40'8',11'10',4'2',Florida,"$150,000",fiberglass,monohull,cruiser,yawl,2,excellent
5867,Whitby Alberg,05-May-2016,77,37.2',10.2',5.6',Florida,"$40,000",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5868,Mark Hansen Norway Pram,05-May-2016,2007,15',4'6',1',Minnesota,"$3,600",wood,monohull,daysailer,other,,excellent
5869,O'Day 37,04-May-2016,1979,37',11.5',5',Florida,"$14,500",fiberglass,monohull,cruiser,masthead sloop,2,project boat
5870,Pearson P26,04-May-2016,1977,26',8.7',4',Massachusetts,"$4,600",fiberglass,monohull,cruiser,masthead sloop,1,good
5871,international marine west wight potter 19,04-May-2016,1999,19',7.6',12',California,"$7,500",fiberglass,monohull,cruiser,,1,excellent
5872,Catalina 30-C,03-May-2016,1977,30',12',5',Outside United States,"$17,500",fiberglass,monohull,cruiser,masthead sloop,2,
5873,CS Merlin,03-May-2016,1988,36',11-6',5',Maryland,"$49,000",fiberglass,monohull,racer/cruiser,masthead sloop,3,good
5874,MacGregor S,02-May-2016,,26',',',Texas,"$7,500",fiberglass,monohull,daysailer,,,good
5875,catalina 27,02-May-2016,1976,27',9',4',Virginia,"$5,950",fiberglass,monohull,motorsailer,,1,good
5876,Bristol 35.5,02-May-2016,1981,35.5',11',4',North Carolina,"$65,000",fiberglass,monohull,cruiser,masthead sloop,2,excellent
5877,Beneteau 423,02-May-2016,2004,42',12',6.5',New York,"$134,900",fiberglass,monohull,cruiser,,3,excellent
5878,Wellcraft Starwind 19,01-May-2016,1987,19',7.50',1.50',Florida,"$6,250",fiberglass,monohull,daysailer,fractional sloop,1,excellent
5879,Hunter Sloop,01-May-2016,1981,30',10',4.0',Illinois,"$14,900",fiberglass,monohull,daysailer,masthead sloop,1,excellent
5880,Colgate 26 ,01-May-2016,2008,26',8.5',4',Maryland,"$2,500",fiberglass,monohull,daysailer,,,
5881,Panoceanic 11.9 metres,01-May-2016,1981,40',12',6',Outside United States,"$65,000",fiberglass,monohull,cruiser,cutter,3,good
5882,C&amp;L Boatworks C&amp;L 14,01-May-2016,1980,14',5',3',Michigan,"$1,400",fiberglass,monohull,daysailer,fractional sloop,,good
5883,Vangaurd Laser,30-Apr-2016,2010,14',',',Wisconsin,"$5,000",fiberglass,monohull,dinghy,,,excellent
5884,Sovereign 7.0,30-Apr-2016,1981,23',8',2.33',Minnesota,"$5,000",fiberglass,monohull,cruiser,masthead sloop,1,good
5885,CATALINA CATALINA 30,30-Apr-2016,1977,30',',',California,"$14,000",fiberglass,monohull,cruiser,masthead sloop,2,good
5886,Pearson Ensign,30-Apr-2016,,22'6',7'',3'',New York,"$14,500",fiberglass,monohull,daysailer,masthead sloop,1,excellent
5887,Hunter 27,30-Apr-2016,1983,27',9'3',3'3',Ohio,"$7,500",fiberglass,monohull,cruiser,masthead sloop,2,excellent
5888,ELAN impression 434,30-Apr-2016,2006,44',14',6',Outside United States,"$120,000",fiberglass,monohull,racer/cruiser,,3,good
5889,Pacific Seacraft 31,29-Apr-2016,1988,31',9.9',4',North Carolina,"$67,500",fiberglass,monohull,cruiser,cutter,1,
5890,US YACHT 27',28-Apr-2016,1982,27.50',9.50',5.16',Maryland,"$2,000",fiberglass,monohull,motorsailer,masthead sloop,1,good
5891,Bristol 29',28-Apr-2016,1967,29.00',9.17',4.50',Maryland,"$7,000",fiberglass,monohull,motorsailer,masthead sloop,1,good
5892,Johnson Boat Works M Scow,28-Apr-2016,1989,16',',',Minnesota,"$2,000",fiberglass,monohull,daysailer,scow,,good
5893,Catalina 22,27-Apr-2016,1989,22',',',Illinois,"$5,500",fiberglass,monohull,daysailer,,,good
5894,Bristol 29.9,27-Apr-2016,1978,',10',4'6',North Carolina,"$9,500",fiberglass,monohull,cruiser,masthead sloop,,good
5895,MACGREGOR 26 S,26-Apr-2016,1990,26',',',Washington,"$6,000",fiberglass,monohull,cruiser,,1,good
5896,Menger Monger Cat 17,26-Apr-2016,1991,17',8',1.6',New York,"$8,500",fiberglass,monohull,daysailer,cat boat,1,
5897,Lightning 758 ,26-Apr-2016,1941,19',6.6',1.5',Ohio,$500,wood,monohull,racer/cruiser,fractional sloop,,
5898,Herreshoff Eagle,26-Apr-2016,1974,23',8',2',Ohio,"$8,000",fiberglass,monohull,cruiser,fractional sloop,1,excellent
5899,Beneteau Farr 25 Platu 25,25-Apr-2016,1997,25',8.8',5.2',Outside United States,$,fiberglass,monohull,racer/cruiser,fractional sloop,1,excellent
5900,Etchells E22,25-Apr-2016,1978,30',6',4.5',Georgia,"$4,850",fiberglass,monohull,racer,fractional sloop,0,fair
5901,Pearson Ensign,25-Apr-2016,1974,22.5',',3',New York,"$4,000",fiberglass,monohull,daysailer,fractional sloop,1,good
5902,Tanzer 26,25-Apr-2016,1980,26',8.6',3.8',Outside United States,"$9,500",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5903,HUNTER 34,25-Apr-2016,1983,34',12',4.25',New York,"$15,500",fiberglass,monohull,cruiser,masthead sloop,3,good
5904,SLOCUM CUTTER,25-Apr-2016,1981,43',12-9',6-3',Maryland,"$87,000",fiberglass,monohull,cruiser,cutter,2,excellent
5905,Mr Brown San Francisco Pelican,24-Apr-2016,2013,12',12.2',',Washington,"$5,000",wood,monohull,daysailer,,0,new
5906,O'DAY Center Cockpit Sloop,24-Apr-2016,1978,32',10',7',California,"$14,500",fiberglass,monohull,cruiser,masthead sloop,2,excellent
5907,- B18,24-Apr-2016,1981,18',7',3.3',Outside United States,"$1,390",fiberglass,monohull,daysailer,,1,fair
5908,Boston Whaler Harpoon 5.2,22-Apr-2016,1982,17',7.5',3.6',Minnesota,"$4,800",fiberglass,monohull,daysailer,fractional sloop,,excellent
5909,BENETEAU CYCLADES,22-Apr-2016,2007,39',13',6',New York,"$95,000",fiberglass,monohull,cruiser,,3,excellent
5910,Privilege 465,21-Apr-2016,1999,46',23.9',4.5',Outside United States,"$365,000",fiberglass,catamaran,cruiser,,4,excellent
5911,HUNTER HUNTER 36,21-Apr-2016,2008,36',12',5.6',,"$90,000",fiberglass,monohull,cruiser,other,2,good
5912,Cantiere del Pardo Grand Soleil 46,21-Apr-2016,1986,46',14',6.5',Outside United States,"$90,000",fiberglass,monohull,racer/cruiser,masthead sloop,3,excellent
5913,Santana 2023x,21-Apr-2016,2008,23.5',8',2.5',Maryland,"$10,500",fiberglass,monohull,racer/cruiser,fractional sloop,1,excellent
5914,Custom Ed Cutts Skipjack,21-Apr-2016,1996,33',8.5',2.5',Maryland,"$24,500",composite,monohull,daysailer,masthead sloop,1,excellent
5915,Beneteau 311,20-Apr-2016,2000,32.25',10.6',2.58',New York,"$55,000",fiberglass,monohull,cruiser,fractional sloop,1,good
5916,Macgregor ,20-Apr-2016,1983,25',',',Kentucky,"$3,800",fiberglass,monohull,motorsailer,cat boat,1,good
5917,Joel White Shellback Shellback,20-Apr-2016,2014,11.1',4.4',0.5',Maine,"$3,500",wood,monohull,dinghy,fractional sloop,0,excellent
5918,Cal 22,20-Apr-2016,1989,22',7.75',4',Connecticut,"$5,500",fiberglass,monohull,daysailer,masthead sloop,1,excellent
5919,IM WWP 19,20-Apr-2016,1999,19',7.5',1',California,"$7,950",fiberglass,monohull,cruiser,fractional sloop,1,excellent
5920,Jeanneau 43DS Sun Odyssey Legende,19-Apr-2016,2005,43',13.6',6.5',Outside United States,"$139,900",fiberglass,monohull,cruiser,masthead sloop,4,excellent
5921,MacGregor 26M,19-Apr-2016,2010,26',',',Washington,"$35,000",fiberglass,monohull,motorsailer,,,excellent
5922,Taswell All Season Raised Salon Taswell 58,19-Apr-2016,1996,58',16.6',6.9',Rhode Island,"$545,000",fiberglass,monohull,cruiser,,4,
5923,Corsair F-27,19-Apr-2016,1992,27',',',Florida,"$38,500",fiberglass,trimaran,racer/cruiser,masthead sloop,2,excellent
5924,Jensen Marine Cal 25,18-Apr-2016,1966,25',',',California,"$3,800",fiberglass,monohull,racer/cruiser,masthead sloop,1,excellent
5925,McLaughlin Opti,18-Apr-2016,2005,7',',',Florida,"$1,799",fiberglass,monohull,daysailer,,,good
5926,Stur-Dee Boat Co 1994,18-Apr-2016,1994,14'4',7'',3'6',Connecticut,"$7,200",fiberglass,monohull,daysailer,cat boat,,excellent
5930,Tartan Marine Sparkman &amp; Stephens 3000,09-Aug-2019,1982,30',9',5',Texas,"$15,000",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5931,Beneteau 473,08-Aug-2019,2005,47',14'5',5'7',South Carolina,"$183,000",fiberglass,monohull,cruiser,masthead sloop,3,excellent
5932,Hunter 410,08-Aug-2019,1998,43.42',13.83',5.0',Washington,"$110,000",fiberglass,monohull,motorsailer,masthead sloop,2,good
5933,Patterson custom trimaran,08-Aug-2019,2001,44',31',3' 4',Outside United States,"$240,000",composite,trimaran,racer/cruiser,cutter,3,excellent
5934,Catalina 28,08-Aug-2019,1990,28',10.17',5.25',Illinois,"$22,000",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5935,Fulcrum Speedworks UFO,07-Aug-2019,2018,10',6',4',New Hampshire,"$6,999",fiberglass,catamaran,daysailer,other,,excellent
5936,SturDee cat catboat,07-Aug-2019,1978,14'4',7',10',North Carolina,"$3,800",fiberglass,monohull,daysailer,cat boat,0,
5937,Catana Taino 24,07-Aug-2019,2010,78',',',Outside United States,"$3,150,000",composite,catamaran,cruiser,,4,good
5938,Endeavour E35,07-Aug-2019,1984,35.5',12.2',4.11',Florida,"$35,000",fiberglass,monohull,cruiser,masthead sloop,0,good
5939,Beneteau 373,07-Aug-2019,2007,37',12',5',Maryland,"$109,000",fiberglass,monohull,cruiser,,2,good
5940,Island Packet 37,06-Aug-2019,1995,38.5',12.2',4.6',Florida,"$84,900",fiberglass,monohull,cruiser,,,excellent
5941,Fellows &amp; Stewart Classic Yawl,06-Aug-2019,1938,73',13.3',10',Outside United States,$,wood,monohull,racer/cruiser,yawl,2,good
5942,Albatros Deniz,06-Aug-2019,1990,49.21',13.61',',Outside United States,"$44,796",wood,monohull,motorsailer,,,good
5943,Nordest Marine Crowther 63,06-Aug-2019,1996,63',31',5.2',,"$325,000",composite,catamaran,cruiser,ketch,6,
5944,Cheoy Lee Offshore31,06-Aug-2019,1968,31',8.8',6.2',Florida,"$18,500",fiberglass,monohull,cruiser,ketch,2,excellent
5945,Islander 19,06-Aug-2019,1982,19',8',3',New York,"$3,500",fiberglass,monohull,daysailer,masthead sloop,1,good
5946,Gozzard Gozzard 36,05-Aug-2019,1988,36.9',12',4'9',Florida,"$74,900",fiberglass,monohull,motorsailer,cutter,1,good
5947,Prindle Surfglas 16' Catamaran,05-Aug-2019,1981,16',',',Michigan,"$1,000",fiberglass,catamaran,daysailer,cat boat,0,excellent
5948,Island Packet Yachts Island Packet 27,05-Aug-2019,1985,27',10'6',3'8',Maryland,"$32,500",fiberglass,monohull,cruiser,masthead sloop,2,good
5949,Beneteau 473,05-Aug-2019,2005,47',14.2',5.7',North Carolina,"$192,000",fiberglass,monohull,cruiser,,3,good
5950,Vanguard Laser Performance Sunfish,05-Aug-2019,2004,14',',',Georgia,"$2,200",fiberglass,monohull,other,,,excellent
5951,Tremolino T-Gull 23,04-Aug-2019,2001,23',18',4',Wisconsin,"$13,000",fiberglass,trimaran,cruiser,fractional sloop,2,good
5952,Bayfield Yachts 32 Cutter,04-Aug-2019,1987,32',11',4',Outside United States,"$22,000",fiberglass,monohull,cruiser,cutter,2,excellent
5953,Albin Vega,03-Aug-2019,1971,27',',3-10',Virginia,"$2,750",fiberglass,monohull,cruiser,masthead sloop,,fair
5954,Catalina 30 MKII,03-Aug-2019,1989,30',10.9',3'10',Ohio,"$22,500",fiberglass,monohull,cruiser,masthead sloop,2,good
5955,West Wight Potter 19,03-Aug-2019,2001,19',7'6',3'7',Delaware,"$6,900",fiberglass,monohull,cruiser,,,
5956,Hobie 16,02-Aug-2019,2014,16',8',',New York,"$7,950",fiberglass,catamaran,racer/cruiser,fractional sloop,,excellent
5957,Catalina Catalina 30 Tall Rig,02-Aug-2019,1987,30',10.8',4.6',Florida,"$29,900",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5958,Hobie Getway,01-Aug-2019,2009,17',7'8',',Florida,"$6,900",other,catamaran,daysailer,cat boat,,excellent
5959,Ranger Ranger 29,01-Aug-2019,1976,29',9.0',4' 5',Michigan,"$9,900",fiberglass,monohull,racer/cruiser,masthead sloop,2,excellent
5960,Sparken &amp; Stephens 19,01-Aug-2019,,19',',',Oregon,"$5,000",fiberglass,monohull,cruiser,,,excellent
5961,Wauquiez Centurion 45,31-Jul-2019,1992,46.17',13.31',7.71',Hawaii,"$158,500",fiberglass,monohull,racer/cruiser,masthead sloop,3,good
5962,Prindle Catamaran 18,31-Jul-2019,1982,18',7',1',Florida,"$1,200",fiberglass,catamaran,racer,other,,
5963,Herreshoff Meadow Lark,31-Jul-2019,1960,33',8.5',1'3'',Oregon,"$4,990",wood,monohull,cruiser,ketch,1,fair
5964,Beneteau 31,31-Jul-2019,2009,31',11.3',5.11',Alabama,"$75,000",fiberglass,monohull,cruiser,,2,excellent
5965,Laser Laser,31-Jul-2019,2006,14',',',New York,"$2,700",fiberglass,monohull,daysailer,,,excellent
5966,Sunfish Sunfish,31-Jul-2019,2007,14',4.5',1',New York,"$2,700",fiberglass,monohull,daysailer,other,0,excellent
5967,Nacra 6.0,31-Jul-2019,1994,20',8.5',3.18',Texas,"$4,995",fiberglass,catamaran,daysailer,fractional sloop,0,good
5968,Beneteau 40cc,31-Jul-2019,1997,40',12.9',5.6',Florida,"$84,900",fiberglass,monohull,cruiser,schooner,2,good
5969,ODAY O'DAY 25 centerboard,31-Jul-2019,1977,25',8',"6'4""'",Michigan,"$4,600",fiberglass,monohull,cruiser,masthead sloop,2,good
5970,hand built wooden sail boat,31-Jul-2019,,13',',',North Carolina,"$2,000",wood,monohull,daysailer,other,,good
5971,Catalina 320,30-Jul-2019,1994,32',11.7',6',California,"$56,000",fiberglass,monohull,cruiser,masthead sloop,2,
5972,Beneteau 361,30-Jul-2019,2002,36.42',12.5',4.5',California,"$84,000",fiberglass,monohull,cruiser,masthead sloop,2,excellent
5973,Catalina 27 C27,30-Jul-2019,1983,27',8',4',Michigan,"$8,000",fiberglass,monohull,cruiser,masthead sloop,,good
5974,Wright Yacht Company Inc Allied Seawind MK II,30-Jul-2019,1977,32',10.6',4.6',Minnesota,"$36,200",fiberglass,monohull,cruiser,ketch,2,excellent
5975,Catalina 26 HP M25xpb Diesel C-30,30-Jul-2019,1982,30',10.8',5.25',Connecticut,"$12,150",fiberglass,monohull,racer/cruiser,masthead sloop,4,excellent
5976,Stuart Rhodes 19,30-Jul-2019,2003,19',7',1',Connecticut,"$15,500",fiberglass,monohull,cruiser,masthead sloop,,excellent
5977,Marine Concepts Seapearl 21,30-Jul-2019,1994,21',5.5',.5',Virginia,"$3,800",fiberglass,monohull,daysailer,cat boat,,excellent
5978,HUNTER Hunter Marine 27,30-Jul-2019,1980,27',9.25',4.25',Alabama,"$5,000",fiberglass,monohull,cruiser,,1,fair
5979,Halman 20,30-Jul-2019,1978,20',7'9',2'8',Virginia,"$3,500",fiberglass,monohull,cruiser,fractional sloop,1,good
5980, viper 640,30-Jul-2019,2008,21',',',Florida,"$15,500",fiberglass,monohull,racer,fractional sloop,1,
5981,cape dory 25,30-Jul-2019,77,25',7',3',New York,"$6,750",fiberglass,monohull,cruiser,masthead sloop,1,excellent
5982,Aura Yachts AURA 57,30-Jul-2019,2020,57',17.06',9.02',Outside United States,"$1,150,000",aluminum,monohull,racer/cruiser,,3,new
5983,,29-Jul-2019,,',',',,$,,,,,0,
5984,Menger Catboat,29-Jul-2019,2003,23',10.6',2.3',Florida,"$38,000",fiberglass,monohull,cruiser,cat boat,1,excellent
5985,Blue Water Yachts Vagabond 47,29-Jul-2019,2017,47',13.5',5.5',Florida,"$395,000",fiberglass,monohull,cruiser,ketch,3,excellent
5986,pram dinghy,29-Jul-2019,2003,8',4',1',Massachusetts,$600,wood,monohull,dinghy,,,
5987,Bauer 2000,28-Jul-2019,2000,12',',',Texas,"$3,000",fiberglass,monohull,daysailer,,,good
5988,Sunfish AMF Sunfish,28-Jul-2019,1978,14',',',New Jersey,$800,fiberglass,monohull,daysailer,,,good
5989,Sabre 28 Mark I,26-Jul-2019,1973,28',9',4'6',Maryland,"$7,500",fiberglass,monohull,cruiser,masthead sloop,2,excellent
5990,Rondar Boats Viper640,26-Jul-2019,2015,21',8',6',Florida,"$21,500",fiberglass,monohull,cruiser,masthead sloop,,excellent
5991,MINI CAT Minicat 420,26-Jul-2019,2011,14',7',1',New York,"$3,500",other,catamaran,other,other,0,excellent
5992,Bayliner Bucanner,25-Jul-2019,1979,22',',2.8',Wisconsin,"$3,500",fiberglass,monohull,daysailer,,1,excellent
5993,Tartan Yachts T-33,25-Jul-2019,1980,34',10.96',4.46',Rhode Island,"$31,000",fiberglass,monohull,racer/cruiser,fractional sloop,1,excellent
5994,Sold-sunfish-sold Sold-sunfish-sold,25-Jul-2019,,13',4',1',Virginia,$400,fiberglass,monohull,daysailer,other,,project boat
5995,MacGregor 222,24-Jul-2019,1983,22',7.3',1-5',New York,"$3,800",fiberglass,monohull,cruiser,masthead sloop,1,good
5996,Island Packet 26 Mark II,24-Jul-2019,1983,26',10'6',2'6',Florida,"$15,900",fiberglass,monohull,cruiser,cutter,2,good
5997,young sun ,24-Jul-2019,,35',11.2',5.6',Virginia,"$27,500",fiberglass,monohull,cruiser,cutter,,good
5998,Helsen Streaker,24-Jul-2019,1975,20',',',New York,"$1,500",fiberglass,monohull,daysailer,,,good
5999,Bob Perry Cape George Custom designed and built,24-Jul-2019,1985,44'7',13',7',Washington,"$110,000",fiberglass,monohull,racer/cruiser,cutter,2,excellent
6000,Farr 395,24-Jul-2019,2002,39',"12'1""'","7'10""'",California,"$125,000",fiberglass,monohull,cruiser,fractional sloop,2,excellent
6001,Southern Ocean Shipyards Van De Stadt Rebel 41,24-Jul-2019,1968,41',10.9',6.5',Outside United States,"$44,500",fiberglass,monohull,cruiser,masthead sloop,1,excellent
6002,Marieholm International Folkboat 1971,24-Jul-2019,1971,26',7.5',4',California,"$5,000",fiberglass,monohull,daysailer,,1,good
6003,Catalina Capri 22,24-Jul-2019,1989,22',8',3',New York,"$650,000",fiberglass,monohull,daysailer,masthead sloop,1,excellent
6004,Hunter 31,23-Jul-2019,1983,31',11',5.5',Michigan,"$9,000",fiberglass,monohull,cruiser,,,fair
6005,Far Pilot House,23-Jul-2019,2001,50',15' 4',',Florida,"$350,000",fiberglass,monohull,cruiser,,2,good
6006,Nauticat Pilot house,23-Jul-2019,2000,51',15',',Florida,"$399,000",fiberglass,monohull,cruiser,,3,good
6007,Tayana Deck Salon,23-Jul-2019,2005,48',14'6',',Florida,"$399,000",fiberglass,monohull,cruiser,,3,good
6008,Compromis 777,08-Aug-2013,1986,26',8.7',4.1',Michigan,"$14,900",fiberglass,monohull,cruiser,,1,excellent
6009,Hunter 28.5,08-Aug-2013,1985,28.5',10.6',4',New York,"$15,750",fiberglass,monohull,racer/cruiser,masthead sloop,2,good
6010,Ensign Custom Woodwork,08-Aug-2013,,8',',',Virginia,"$2,000",fiberglass,monohull,dinghy,cat boat,,excellent
6011,Hunter ,07-Aug-2013,1986,23',8'',2'3',New York,"$5,000",fiberglass,monohull,daysailer,fractional sloop,1,good
6012,Alubat OVNI 365 39ft,07-Aug-2013,2019,39',13',',Florida,$,aluminum,monohull,cruiser,,,new
6013,Alcort minifish ,07-Aug-2013,,13',',',Pennsylvania,$900,fiberglass,monohull,daysailer,,,excellent
6014,Alubat OVNI 395 40ft,06-Aug-2013,2019,40',13',',Florida,$,aluminum,monohull,,,,new
6015,Seafearer ,06-Aug-2013,1978,26',5',2.5',Maryland,"$3,500",fiberglass,monohull,cruiser,,1,good
