,Model,Length: ,    Beam:,    Draft:,Year: ,Type: ,Hull: ,Location: ,Asking: ,posted_at,Engine: 
805,Challenger staysail 40 ketch,40',13',5.5',1974,cruiser,fiberglass  monohull,"Rocky Point Mexico, ","$29,000",09-Jun-2015,1 diesel inboard
825,IRWIN ,37'',,,1974,cruiser,fiberglass  monohull,,"$29,000",08-Jun-2015, gas inboard
843,DownEaster LTD California DownEaster 32,32',11',4.9',1977,,  ,"Panama Panama Siti, ","$35,000",07-Jun-2015,
859,Panglao Island Marine Enterprises Richar Woods VARDO 36' Catamaran,36',18.5',3'',2014,cruiser,wood  catamaran,"Bohol Philippnes, Outside United States","$95,000",07-Jun-2015,1 gas outboard
879,Catalina 250,25',8.5',3.5',1997,cruiser,fiberglass  monohull,"Skaneateles, New York","$11,999",06-Jun-2015,1 gas outboard
899,Mcvay Blue nose 24,24',6',2',1986,daysailer,fiberglass  monohull,,"$20,000",06-Jun-2015,0 gas outboard
917,Tartan 34c,34',11',"3.10""'",77,cruiser,fiberglass  monohull,"Long Island, New York","$15,000",06-Jun-2015,1 gas inboard
937, Thistle,17',6',,1956,racer,wood  monohull,"StPaul, Minnesota","$2,000",05-Jun-2015,
955,Pearson P-30,30',9.6',5',1971,racer/cruiser,fiberglass  monohull,"College Point, New York","$9,200",05-Jun-2015,1 diesel inboard
975,Olympic Yachts Greece Olympic Adventure,47',14.25',6',1974,cruiser,fiberglass  monohull,"Potomac River, Maryland","$119,000",05-Jun-2015,1 diesel inboard
995,Tayana 42,42',13',6',1986,cruiser,fiberglass  monohull,"St Petersburg, Florida","$115,000",05-Jun-2015,1 diesel inboard
1015,American Sail American 18,18',7',4',2011,daysailer,fiberglass  monohull,"Colonial Beach, Virginia","$10,500",05-Jun-2015, gas outboard
1035,ELAN Elan 384 impression,39',,,2006,cruiser,fiberglass  monohull,"Zadar Croatia, Outside United States","$73,650",05-Jun-2015, diesel inboard
1055,Ta Chaio CT 54,62',15.3',8.0',1979,cruiser,fiberglass  monohull,"St Thomas USVI, Outside United States","$199,000",04-Jun-2015,2 diesel inboard
1075,Peterson Maxi 108,35',11',5.5',1984,cruiser,fiberglass  monohull,"PANAMA, ","$40,000",04-Jun-2015,1 diesel inboard
1095,Columbia c22,22',6',4',71,other,fiberglass  monohull,"Traverse City, Michigan","$1,250",04-Jun-2015,
1113,Hunter 216,21',8',8',2004,daysailer,fiberglass  monohull,"Gainesville, Georgia","$5,000",03-Jun-2015,0 gas inboard
1133,Grampian G26,26',"8'4""'","4'6""'",1974,cruiser,fiberglass  monohull,"Vassalboro, Maine","$4,000",03-Jun-2015,1 diesel inboard
1153,Jeanneau Sun Odyssey 43DS,43'4',13'8',5'2',2001,racer/cruiser,fiberglass  monohull,"Bay City, Michigan","$168,000",03-Jun-2015,1 diesel inboard
1173,Tartan T-10,33',9'3',5'10',1979,racer/cruiser,fiberglass  monohull,"New Orleans, Louisiana","$10,000",03-Jun-2015,1 diesel inboard
1193,J J 22,22',8',3.8',1983,racer/cruiser,fiberglass  monohull,"Merritt Island, Florida","$5,000",03-Jun-2015,
1211,Sabre Mark II,28',,,1980,cruiser,fiberglass  monohull,"Eastern Shores, North Carolina","$18,500",03-Jun-2015,1 diesel inboard
1231,Catalina sloop,22',,,1982,daysailer,fiberglass  monohull,"Eastern Shores, North Carolina","$6,800",03-Jun-2015, gas outboard
1251,Sonic 23,23',7',3.10',1981,daysailer,fiberglass  monohull,"Barrie, Outside United States","$4,950",03-Jun-2015,1 gas outboard
1271,Morgan Outislander,30',,,,other,fiberglass  monohull,"Middle River MD, Maryland","$13,500",02-Jun-2015, gas inboard
1289,Catalina 30,30',10.83',5'3''',1978,cruiser,fiberglass  monohull,"Miami, Florida","$12,000",02-Jun-2015,1 diesel inboard
1309,open bic sailboat,',,,,dinghy,composite  monohull,"san francisco bay area, California","$2,000",02-Jun-2015,
1325,McGregor MCGREGOR,26'',7'10',9',1997,motorsailer,fiberglass  monohull,"MARINA DEL REY CA MASTUP STORAGE, California","$10,000",02-Jun-2015,1 gas outboard
1345,Macgregor ,26',,,1990,motorsailer,fiberglass  monohull,"woodbury, New Jersey","$5,700",02-Jun-2015,1 gas outboard
1365,TPI Expo Solar Sailer,13.6',8',,93,daysailer,fiberglass  monohull,"Chepachet, Rhode Island","$2,500",02-Jun-2015,1 other outboard
1385,Bayfield 32C tall rig,32',10.5',3'9',1987,cruiser,fiberglass  monohull,"Superior, Wisconsin","$42,000",02-Jun-2015,1 diesel inboard
1405,Beneteau First 28,28',,,1983,cruiser,fiberglass  monohull,"Marina Del Rey, California","$16,000",01-Jun-2015, diesel inboard
1425,Islander Sloop,37',10'10',5'5',1967,cruiser,fiberglass  monohull,"Boston, Massachusetts","$25,000",01-Jun-2015,
1443,S2 8.0,26',8',4',1977,cruiser,fiberglass  monohull,"Chicago, Illinois","$5,900",31-May-2015,1 diesel inboard
1463,Cape Dory Cape Dory 28,28',8.9',4.3',1975,cruiser,fiberglass  monohull,"Guatemala, Outside United States","$13,000",31-May-2015,1 diesel inboard
1483,Mirage Yachts Mirage 24,24',8'',4',1974,daysailer,fiberglass  monohull,"East Greenwich, Rhode Island","$3,800",31-May-2015,1 gas outboard
1503,Precision Precision 15,15'',7'',,2008,daysailer,fiberglass  monohull,"Stonington, Connecticut","$5,800",31-May-2015,
1521,Cape Dory CD30 Ketch,30',9',4.5',1977,cruiser,fiberglass  monohull,"Green cove springs marina, Florida","$6,000",30-May-2015,0 diesel inboard
0,J J Taylor Contessa 26,26',8',4',1974,cruiser,fiberglass  monohull,"Sodus Bay, New York","$8,000",19-Apr-2019,1 diesel inboard
21,HMI Entreprenad AB BLUE SKY 51 ONE-OFF,52',15' 2',7' 2',1991,cruiser,steel  monohull,"Tahiti, ","$280,000",17-Apr-2019,1 diesel inboard
41,C&C 33,33',10 7',5 6',1975,racer/cruiser,fiberglass  monohull,"City Island, New York","$9,900",17-Apr-2019,1 diesel inboard
61,Richard Woods Strike 18,18',14',0.8',2009,daysailer,composite  trimaran,"Quebec City Canada, Outside United States","$6,500",17-Apr-2019,
79,Pearson 27,27',9'6',,1989,cruiser,fiberglass  monohull,"Holden Beach, North Carolina","$7,500",17-Apr-2019,1 diesel inboard
99,Allied Princess,36',11',4.5',1975,cruiser,fiberglass  monohull,"Green cove springs marina, Florida","$27,500",17-Apr-2019,1 diesel inboard
119,O'Day 272,27',9',2'10',1988,cruiser,fiberglass  monohull,"Huntington, New York","$8,500",17-Apr-2019,1 diesel inboard
139,Hunter 31,31',11',4',1981,cruiser,fiberglass  monohull,"Sarasota, Florida","$18,000",16-Apr-2019,1 diesel inboard
159,custom Arcturus,31' 6',9'10',4'6',1971,daysailer,wood  monohull,"chicago, Illinois","$17,500",16-Apr-2019,1 diesel inboard
179,Island Packet 380,39',13',4.7',1999,cruiser,fiberglass  monohull,"Rock Hall, Maryland","$154,900",16-Apr-2019,1 diesel inboard
199,Marieholms Bruk International Folk Boat,',7',4',1971,cruiser,fiberglass  monohull,"Richmond, California","$7,000",16-Apr-2019,1 gas outboard
219,Catalina 30,30',10.89',5.2',1984,cruiser,fiberglass  monohull,"Falmouth, Massachusetts","$15,000",15-Apr-2019,1 gas inboard
239,O'Day O'Day 19,19',,,1980,cruiser,fiberglass  monohull,"Wilmington, Delaware","$2,100",15-Apr-2019,1 gas outboard
259,Catalina 270,27',,,1974,cruiser,fiberglass  monohull,"Harbor Town Marina Dock A-47, Georgia","$4,200",15-Apr-2019, gas inboard
279,Vanguard 2008 Laser Trailer & 2 Sails,13',5',2.7',2008,racer,fiberglass  monohull,"Long Beach, Mississippi","$4,000",14-Apr-2019,
297,Ericson 30,30',9',4.8',1980,cruiser,fiberglass  monohull,"Garden City Bear Lake Marina, Utah","$26,000",14-Apr-2019,1 diesel inboard
317,Performance Cruising Gemini 3000,30',14',2',1989,motorsailer,fiberglass  catamaran,"Alameda, California","$42,000",14-Apr-2019,1 gas outboard
337,NORSEMAN 535,53',,,1986,cruiser,fiberglass  monohull,"Stuart, Florida","$235,000",14-Apr-2019,1 diesel inboard
357,Pearson 10M,33.05',11',5.93',1974,racer/cruiser,fiberglass  monohull,"Deltaville, Virginia","$12,500",14-Apr-2019,1 diesel inboard
377,Flicka 20,20',8',3.5',1980,cruiser,fiberglass  monohull,"staten island, New York","$15,000",13-Apr-2019,1 gas outboard
397,Islander Yachts Islander 30,30',10',5',1984,cruiser,fiberglass  monohull,"Perry Lake Ozawki, Kansas","$20,000",13-Apr-2019,1 diesel inboard
417,Hunter Hunter 25,25',8',4',1977,cruiser,fiberglass  monohull,"Oconto Wi, Wisconsin","$2,900",13-Apr-2019,1 gas outboard
437,Tartan 27-2,27',8'9',3'2',1978,cruiser,fiberglass  monohull,"Massapequa, New York","$7,500",13-Apr-2019, other inboard
457,Hallberg Rassy Mistral 33,33',10'1',4'10',1971,cruiser,fiberglass  monohull,"Portsmouth, New Hampshire","$11,000",13-Apr-2019,1 diesel inboard
477,Freedom ,38',,,1978,motorsailer,fiberglass  monohull,"Palm beach gardens, Florida","$69,900",12-Apr-2019, gas inboard
497,Derek Kelsal F27,27',20',2 - 4',1988,daysailer,fiberglass  monohull,"Berlin Germany, Outside United States","$20,000",12-Apr-2019, gas outboard
517,Merit 25,25',8',4',1983,racer/cruiser,fiberglass  monohull,"Milwaukee, Wisconsin","$6,000",11-Apr-2019, gas outboard
537,Honfleur Sloop,35',12',3',1980,cruiser,steel  monohull,"Bocas del Toro, Outside United States","$5,000",11-Apr-2019,1 diesel inboard
557,Sun Cat ,17',,1454',2005,daysailer,fiberglass  monohull,"barefoot bay storage, Florida","$7,200",11-Apr-2019, gas outboard
577,Hallberg Rassy 53,53',15'11',7'6',1999,cruiser,fiberglass  monohull,"Redwood City, California","$360,000",10-Apr-2019,1 diesel inboard
597,Merit 28,28',9',5.5',1986,racer/cruiser,fiberglass  monohull,"St Johns, Florida","$9,500",10-Apr-2019, gas outboard
617,Performance Cruising Gemini 105M,34',14',2',1998,cruiser,fiberglass  catamaran,"Punta Gorda, Florida","$84,900",10-Apr-2019,1 diesel inboard
637,Johnson C scow,20',"6' 9""'",3',1984,racer,fiberglass  monohull,"Colony, Texas","$1,500",09-Apr-2019,
655,HUNTER ,30',10',4',1981,cruiser,fiberglass  monohull,"Herrington Harbour, Maryland","$13,000",09-Apr-2019,1 diesel inboard
675,1974 30' WD SCHOCK SANTANA,30',10',5',1974,racer/cruiser,fiberglass  monohull,"long beach, California","$4,990",09-Apr-2019,1 diesel inboard
695,Lindbergh Lindbergh 26,26',9.5',4.5',1978,cruiser,fiberglass  monohull,"Oklahoma City, Oklahoma","$6,999",09-Apr-2019,1 diesel inboard
715,C&C 27 Mark iV,27',9.25',4' 8',1985,cruiser,fiberglass  monohull,"Sag Harbor NY, New York","$6,800",09-Apr-2019,1 diesel inboard
735,Olson 30 Sloop,30',9'3',5'5',1980,cruiser,fiberglass  monohull,"San Pedro, California","$16,000",09-Apr-2019,2 gas outboard
755,Nacra 5.8,19',8',10',1984,racer,fiberglass  catamaran,"Moraga San Francisco bay area, California","$2,500",09-Apr-2019,
773,hobie 16,16',,,1983,,fiberglass  trimaran,"spring, Texas","$2,000",08-Apr-2019,
789,CE Ryder Cape Cod Goldeneye,"18'3""'","7'6""'",3'',1964,cruiser,fiberglass  monohull,"Lake Nockamixon Quakertown, Pennsylvania","$18,000",08-Apr-2019,1 gas outboard
809,Hunter 34,34',11',4.6',1987,cruiser,fiberglass  monohull,"Sturgeon Bay, Wisconsin","$22,500",08-Apr-2019,1 diesel inboard
829,Ta Yang Tayana Vancouver 42,42',12.5',6',1986,cruiser,fiberglass  monohull,"Puerto del Rey marina Fajardo Puerto Rico, Outside United States","$95,000",08-Apr-2019,1 diesel inboard
849,Lagoon 450 F,46',25.9',4.3',2015,cruiser,fiberglass  catamaran,"Cancun Mexico, ","$575,000",07-Apr-2019,2 diesel inboard
869,AMC 1982,13'9',4',2',1982,daysailer,fiberglass  monohull,"North Myrtle Beach, South Carolina","$1,500",06-Apr-2019,0 other inboard
889,Whitby 42 Twin Head Sail Ketch,42',13',6',1980,cruiser,fiberglass  monohull,"Panama Caribbean, Outside United States","$85,000",06-Apr-2019,1 diesel inboard
909,Catalina C30,30',10'',5'3',1983,racer/cruiser,fiberglass  monohull,"Long Key, Florida","$17,000",05-Apr-2019,1 gas inboard
929,Hunter ,27',9.3',3.3',1978,cruiser,fiberglass  monohull,"Plattsburgh, New York","$8,000",05-Apr-2019, diesel inboard
949,Newport 27 Sloop,27'11',9',,1983,cruiser,fiberglass  monohull,"Daha Point, California","$4,000",05-Apr-2019,1 diesel inboard
969,Catalina 42 MKII,42',13.8',6.7',2007,cruiser,fiberglass  monohull,"Long Beach, California","$185,000",05-Apr-2019,1 diesel inboard
989,Jensen Marine Cal 2-46,46',12.5',5',1972,cruiser,fiberglass  monohull,"Antioch, California","$48,500",04-Apr-2019,1 diesel inboard
1009,Whitehall Expedition,17',4'4',6',2006,daysailer,wood  monohull,"Friday Harbor, Washington","$15,995",04-Apr-2019,
1027,Tartan Hood Classic,37',10.5',5.1',1969,cruiser,fiberglass  monohull,"North Kingstown, Rhode Island","$24,500",04-Apr-2019,1 diesel inboard
1047,Tilson Pearson J-27,27',8',5.5',1985,racer,fiberglass  monohull,,"$4,900",03-Apr-2019,1 gas outboard
1065,beneteau first 235,23.33',8.17',2.75',1987,cruiser,fiberglass  monohull,"Galloway Creek Marina Middle River MD, Maryland","$4,500",03-Apr-2019,1 gas outboard
1085,james wharram pahi 42,42',21',3',1994,cruiser,other  catamaran,"utila bahia islan honduras, Outside United States","$42,000",03-Apr-2019,1 diesel inboard
1105,Abbott Boats Ltd in Canada Soling US776,26.75',6.25',4.25',1978,daysailer,fiberglass  monohull,"ROCKWOOD, Tennessee","$2,500",03-Apr-2019,
1123,Pearson P26 Weekender,26'2',8'8',4'',1972,cruiser,fiberglass  monohull,"Plymouth, Minnesota","$8,000",03-Apr-2019,1 gas outboard
1143,J Boats J 70,23',7.4',4.9',2014,racer,fiberglass  monohull,"Madison, Wisconsin","$33,000",03-Apr-2019,1 gas outboard
1163,Niagara 26,26',8',4',1979,racer/cruiser,fiberglass  monohull,"Buffalo, New York","$5,000",03-Apr-2019,1 gas outboard
1183,Hunter JY15,15',,,1994,daysailer,fiberglass  monohull,"College Station, Texas","$1,650",02-Apr-2019,
1201,o'day 26,26',8',2.5-6',1984,cruiser,fiberglass  monohull,"brooklyn, New York","$10,000",02-Apr-2019, gas outboard
1221,Sam L Morse Bristol Channel Cutter,28',10',4'6',1980,cruiser,fiberglass  monohull,"San Francisco, California","$69,000",02-Apr-2019,1 diesel inboard
1241,Tanzer Industries Tanzer 22,22',8',2.5-4',1972,racer/cruiser,fiberglass  monohull,"Cayuga Lake, New York","$3,800",02-Apr-2019,1 gas outboard
1261,Hunter Hunter 23,23',8',2.5',1986,daysailer,fiberglass  monohull,"Tecumseh Ontario near Windsor, Outside United States","$9,500",02-Apr-2019,1 gas outboard
1281,GordonDouglas Flying Scot,19',,,1966,daysailer,fiberglass  monohull,"Johnstown, Pennsylvania","$2,500",01-Apr-2019, gas inboard
1301,Ericson 32-200,32.6',11.5',4.5',1989,racer/cruiser,fiberglass  monohull,"Pensacola, Florida","$32,000",01-Apr-2019,1 diesel inboard
1321,customflex flying scot,19',,,,dinghy,fiberglass  monohull,"Eastern Shore, Maryland","$3,000",01-Apr-2019,
1337,Catalina C-350 MKII,36',13',6'8',2004,cruiser,fiberglass  monohull,"Alameda, California","$120,000",01-Apr-2019,1 diesel inboard
1357,Edel 665,22',8',4'6',1982,daysailer,fiberglass  monohull,"Brighton Ontario, Outside United States","$5,000",01-Apr-2019,1 gas outboard
1377,Custom Bruce Roberts 434,43',13',6',2006,cruiser,steel  monohull,"Izmir, Outside United States","$99,000",01-Apr-2019,1 diesel inboard
1397,Catalina 30 Std rig Fin Keel,30',10.8',5.25',1975,cruiser,fiberglass  monohull,"Chesapeake Bay Middle River, Maryland","$7,500",01-Apr-2019,1 gas inboard
1417,MacGregor 26,26',8',1',1994,cruiser,fiberglass  monohull,"Tampa, Florida","$8,900",31-Mar-2019,1 gas outboard
1437,O'Day 23,23',,,1983,daysailer,fiberglass  monohull,"Port Jefferson, New York","$6,000",31-Mar-2019,1 gas outboard
1457,Farrier F-27,27',19',3',1990,racer/cruiser,fiberglass  trimaran,"Ft lauderdale, Florida","$25,000",31-Mar-2019,1 gas outboard
1477,Custom Built ,50',13.6',6',2011,cruiser,wood  monohull,"Marinette Wisconsin, Wisconsin","$225,000",31-Mar-2019,1 diesel inboard
1497,Macgregor 26x,26',,1',,cruiser,fiberglass  monohull,"Jupiter, Florida","$19,000",30-Mar-2019, gas outboard
1515,AHPC C2,18',,,,racer,fiberglass  catamaran,"Austin, Texas","$14,000",30-Mar-2019, gas inboard
1533, cal 29,29',9.25',4.5',1970,cruiser,fiberglass  monohull,"Barrington, Rhode Island","$7,200",30-Mar-2019,1 gas inboard
0,Beneteau Oceanis 523,53',16',6',2006,cruiser,fiberglass  monohull,"Deale MD, Maryland","$399,000",12-Jan-2013,1 diesel inboard
21,Alerion Express,28',8.18',4'6',1999,daysailer,fiberglass  monohull,"Sausalito, California","$70,000",11-Jan-2013,1 diesel inboard
41,Scheel Yachts Carter 3/4 ton,33',11-2',6-2',1975,cruiser,fiberglass  monohull,"St Petersburg Municipal Marina, Florida","$17,500",11-Jan-2013,1 diesel inboard
61,Cape Dory 30B,30',8.99',4.3',1985,cruiser,fiberglass  monohull,"chicago, Illinois","$34,999",11-Jan-2013,1 diesel inboard
81,Bristol yawl,32',9.6',5.6',1973,motorsailer,fiberglass  monohull,"PALM COAST, Florida","$15,500",11-Jan-2013,1 diesel inboard
101,Morgan Out Island,33',11'10',4',1976,daysailer,fiberglass  monohull,"Crystal River, Florida","$19,900",10-Jan-2013,1 diesel inboard
121,Gemini 105 MC,34',14',,2003,cruiser,fiberglass  catamaran,"Montreal Canada, ","$119,000",10-Jan-2013,1 diesel inboard
141,Ranger 23,23',8',3.5',1974,daysailer,fiberglass  monohull,"san carlos mexico, Outside United States","$250,050",10-Jan-2013,1 gas outboard
161,Pearson P26,26',8.5',4.5',1972,daysailer,fiberglass  monohull,"Oneida Lake, New York","$4,500",10-Jan-2013,1 gas outboard
181,Saga 409,41',12' 6',5' 8',2007,cruiser,fiberglass  monohull,"Washington, North Carolina","$239,000",10-Jan-2013,1 diesel inboard
201,COLUMBIA COLUMBIA 30 PROTO,30',9.4',5.0',1971,racercruiser,fiberglass  monohull,"REDONDO BEACH, California","$25,000",10-Jan-2013,1 diesel inboard
221,Gilbert Karoff Chatam 33,35',11',5.8',1985,other,steel  monohull,"Roatan Honduras, Outside United States","$95,000",10-Jan-2013,1 diesel inboard
241,cheo lee ketch 42&711,42',10.05',6',1977,cruiser,fiberglass  monohull,"slovenija Piran, Outside United States","$90,000",10-Jan-2013,1 diesel inboard
261,Bavaria 44,44',14',6',2004,cruiser,fiberglass  monohull,"Gibraltar, Outside United States","$135,000",10-Jan-2013,1 diesel inboard
281,custom-made tri hull ed horstman,42',24',28',980,,fiberglass  trimaran,"Seattle WA, Washington","$89,000",09-Jan-2013,1 diesel inboard
299,sailboat BENETAU IDILLE 51,51',,6',1987,cruiser,fiberglass  monohull,"ST MAARTEN  DUCHT ANTILLES, Outside United States","$119,000",09-Jan-2013,1 diesel inboard
319,J 22,22',8',4.5',1989,racer,fiberglass  monohull,"Austin, Texas","$12,000",08-Jan-2013,
337,catalina 25,25',,,1985,cruiser,fiberglass  monohull,"Miami Beach, Florida","$5,900",07-Jan-2013,
355,Yorktown Yachts Yorktown 39,39',12',6.5',2006,cruiser,fiberglass  monohull,"Moss Landing, California","$59,000",07-Jan-2013,1 diesel inboard
375,Helmsman 47,47'',11',6'',1988,,fiberglass  monohull,"Warwick, Rhode Island","$124,900",05-Jan-2013,1 diesel inboard
393,Catalina MK II,42',13'10',4'10',2004,cruiser,fiberglass  monohull,"Fall River, Massachusetts","$189,000",05-Jan-2013,1 diesel inboard
413,Robertson and Caine Leopard,40',20.1',3.8',2006,cruiser,fiberglass  catamaran,"Tortola, Outside United States","$229,000",05-Jan-2013,2 diesel inboard
433,Vanguard Laser,13.75',4.5',2.6',1999,racer,fiberglass  monohull,"Sunrise, Florida","$3,000",05-Jan-2013,0 gas inboard
453,Mark Marine 23' Sloop,23',8',2.5',1980,cruiser,fiberglass  monohull,"Rings Island Salisbury, Massachusetts","$4,500",05-Jan-2013,1 gas outboard
473,Pearson 303,30',11',4',1984,cruiser,fiberglass  monohull,"Stony Point, New York","$26,500",02-Jan-2013, diesel inboard
493,ERICSON INDEPENDENCE 31,31',10.2',4.11',1979,cruiser,fiberglass  monohull,"PORTOBELLO PANAMA, Outside United States","$18,000",02-Jan-2013,1 diesel inboard
513,FOUNTAINE PAJOT CORNEEL 28 COMFORT,28',15',,1995,cruiser,fiberglass  catamaran,"HAMPSHIRE UK, Outside United States","$30,800",30-Dec-2012, other outboard
533,molich danemark classic wooden prototype swan 36,36',9.70',6.5',1966,cruiser,wood  monohull,"Antibes France, Outside United States","$130,000",30-Dec-2012,1 diesel inboard
553,j boats j24,24',,,1983,racer,fiberglass  monohull,"parker, Colorado","$12,000",29-Dec-2012, gas outboard
573,JEANNEAU SUN ODYSSEY 49 DS,48',14',7',2006,cruiser,fiberglass  monohull,"Denia Alicante Spain, Outside United States","$274,860",27-Dec-2012,1 diesel inboard
593,Seafarer Shoal draft 29 foot sloop,29',8.5',3',70,cruiser,fiberglass  monohull,"Green Bay, Wisconsin","$6,000",26-Dec-2012,1 gas inboard
613,C Raymond Hunt O Day Sailboat,37',11'2',5'0',1981,motorsailer,fiberglass  monohull,"Wilmette Illinois, Illinois","$17,000",25-Dec-2012,1 diesel inboard
